imdb_id,title,budget,genres,popularity,production_companies,release_date,revenue,runtime,Minority Percent,Non-Male Percent
tt0113627,Leaving Las Vegas,3600000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10.332025,"[{'name': 'United Artists', 'id': 60}, {'name': 'Intial Productions', 'id': 15547}]",1995-10-27,49800000.0,112.0,0.0024573406473288317,0.46153409467220485
tt0112792,Dangerous Minds,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",9.481338,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Via Rosa Productions', 'id': 10103}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]",1995-08-11,180000000.0,99.0,0.24239158756746682,0.6216399149100754
tt0114746,Twelve Monkeys,29500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",12.297305,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Classico', 'id': 17031}]",1995-12-29,168840000.0,129.0,0.026040441769846767,0.3410137263566002
tt0112431,Babe,30000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14.404764,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Kennedy Miller Productions', 'id': 2537}]",1995-07-18,254134910.0,89.0,0.0,0.3211474074744367
tt0112818,Dead Man Walking,11000000,"[{'id': 18, 'name': 'Drama'}]",6.891317,"[{'name': 'Havoc', 'id': 406}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]",1995-12-29,39363635.0,122.0,0.011073520249221591,0.5499272144318119
tt0112697,Clueless,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9.882383,"[{'name': 'Paramount Pictures', 'id': 4}]",1995-07-19,0.0,97.0,0.12239932710955947,0.6422996446245308
tt0113855,Mortal Kombat,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",10.870138,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Threshold Entertainment', 'id': 4174}]",1995-08-18,122195920.0,101.0,0.5252525746118231,0.1579654261080542
tt0114369,Se7en,33000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",18.45743,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Juno Pix', 'id': 4286}, {'name': 'Cecchi Gori Pictures', 'id': 65394}]",1995-09-22,327311859.0,127.0,0.4294945425023303,0.05614193661253175
tt0114814,The Usual Suspects,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",16.302466,"[{'name': 'Blue Parrot Productions', 'id': 361}, {'name': 'Bad Hat Harry Productions', 'id': 9168}]",1995-07-19,23341568.0,106.0,0.09792001626873903,0.023360600613819615
tt0110877,The Postman,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10.168437,[],1994-09-22,0.0,108.0,0.19927102905748406,0.1666053585772519
tt0113419,The Indian in the Cupboard,45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",10.673296,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'The Kennedy/Marshall Company', 'id': 862}]",1995-07-14,0.0,96.0,0.25434412079627655,0.02182316077729196
tt0113862,Mr. Holland's Opus,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",7.137117,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'The Charlie Mopic Company', 'id': 916}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Interscope Communications', 'id': 10201}]",1995-12-29,106269971.0,137.0,0.04422268333970403,0.29198835509272325
tt0115697,Black Sheep,0,"[{'id': 35, 'name': 'Comedy'}]",8.963037,"[{'name': 'Paramount Pictures', 'id': 4}]",1996-02-01,32.0,87.0,0.012007223878381601,0.08693338885226198
tt0115759,Broken Arrow,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",14.957626,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'WCG Entertainment Productions', 'id': 456}, {'name': 'Mark Gordon Productions', 'id': 11362}]",1996-02-09,150270147.0,108.0,0.06280458877819439,0.18501230857763995
tt0116483,Happy Gilmore,12000000,"[{'id': 35, 'name': 'Comedy'}]",9.592265,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Brillstein-Grey Entertainment', 'id': 1606}, {'name': 'Robert Simonds Productions', 'id': 3929}]",1996-02-16,41205099.0,92.0,0.12683170767935836,0.17596574479128047
tt0112579,The Bridges of Madison County,24000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.951077,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]",1995-05-28,182016617.0,135.0,0.011864349335032442,0.5624829331646076
tt0117110,Muppet Treasure Island,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",6.902423,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jim Henson Productions', 'id': 2504}, {'name': 'Jim Henson Company, The', 'id': 6254}]",1996-02-16,34327391.0,100.0,0.0,0.013137618106252802
tt0112573,Braveheart,72000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",20.755149,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'B.H. Finance C.V.', 'id': 11353}]",1995-05-24,210000000.0,177.0,0.019226659457232786,0.1373530560491124
tt0113326,Rumble in the Bronx,7500000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",12.314278,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Golden Harvest Company', 'id': 2521}]",1995-01-30,32392047.0,91.0,0.9848414408285142,0.23191380194971778
tt0103859,Boomerang,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.506983,"[{'name': 'Paramount Pictures', 'id': 4}]",1992-06-30,70100000.0,117.0,0.9411174953095686,0.3308098334840045
tt0118055,Up Close & Personal,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.402749,"[{'name': 'Cinergi Pictures Entertainment', 'id': 1504}, {'name': 'Touchstone Pictures', 'id': 9195}]",1996-03-01,0.0,119.0,0.05922692287554321,0.4349050960616956
tt0115685,The Birdcage,31000000,"[{'id': 35, 'name': 'Comedy'}]",6.49968,"[{'name': 'United Artists', 'id': 60}]",1996-03-08,185260553.0,117.0,0.006829509772042441,0.20511880212029276
tt0112442,Bad Boys,19000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9.262184,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]",1995-04-07,141407024.0,118.0,0.6694673060156933,0.17034681335682667
tt0112384,Apollo 13,52000000,"[{'id': 18, 'name': 'Drama'}]",18.761467,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",1995-06-30,355237933.0,140.0,0.01447237980723104,0.09806835878801123
tt0112462,Batman Forever,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",13.321354,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]",1995-06-16,336529144.0,121.0,0.01872045022782798,0.2417476943621416
tt0112642,Casper,50000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",12.812539,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'The Harvey Entertainment Company', 'id': 11098}]",1995-05-26,287928194.0,100.0,0.008336014620522803,0.14543654476826928
tt0112715,Congo,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",7.260574,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}]",1995-06-09,152022101.0,109.0,0.2771034366006435,0.22655032145591392
tt0112740,Crimson Tide,53000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",8.657365,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]",1995-05-12,157387195.0,116.0,0.36222499241939343,0.006159503941422839
tt0109508,Crumb,0,"[{'id': 99, 'name': 'Documentary'}]",3.620388,"[{'name': 'Superior Pictures', 'id': 4532}]",1994-09-10,3174695.0,119.0,0.03578942885131342,0.15250219250164443
tt0112864,Die Hard: With a Vengeance,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",15.138855,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",1995-05-19,366101666.0,128.0,0.3169470579683058,0.059368485371288804
tt0113071,First Knight,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15.178338,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'First Knight Productions', 'id': 10158}]",1995-07-07,127600435.0,134.0,0.0,0.27597052928883725
tt0113492,Judge Dredd,90000000,"[{'id': 878, 'name': 'Science Fiction'}]",8.184815,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",1995-06-30,113493481.0,96.0,0.05634272317667399,0.1807366453649092
tt0113820,Mighty Morphin Power Rangers: The Movie,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.024227,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]",1995-06-30,66000000.0,92.0,0.11396389446073074,0.32752999622967904
tt0113957,The Net,22000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",13.304342,"[{'name': 'Columbia Pictures', 'id': 5}]",1995-07-28,110627965.0,114.0,0.017344367557334817,0.6324220576293709
tt0113986,Nine Months,0,"[{'id': 35, 'name': 'Comedy'}]",8.482834,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}]",1995-07-12,69660733.0,103.0,0.00022475027746959864,0.306391988170453
tt0114323,Safe,0,"[{'id': 18, 'name': 'Drama'}]",8.180047,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'American Playhouse', 'id': 3906}, {'name': 'Kardana Films', 'id': 38692}, {'name': 'Chemical Films', 'id': 39861}]",1995-06-23,0.0,119.0,0.04500909124642882,0.6701026443980516
tt0114496,Something to Talk About,0,"[{'id': 35, 'name': 'Comedy'}]",3.743212,"[{'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hawn / Sylbert Movie Company', 'id': 16368}]",1995-08-04,50892160.0,106.0,0.017222882272622364,0.6046190480405782
tt0114508,Species,35000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",13.492845,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1995-07-07,113374103.0,108.0,0.26839863392715757,0.31432271059635997
tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",0,"[{'id': 35, 'name': 'Comedy'}]",7.653446,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]",1995-09-07,47774193.0,105.0,0.24468735982775625,0.24902863541031273
tt0114781,Under Siege 2: Dark Territory,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",7.490247,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Seagal/Nasso Productions', 'id': 17825}, {'name': 'Victor Company of Japan (JVC)', 'id': 21480}, {'name': 'Cutting Edge Films', 'id': 63906}]",1995-07-13,104324083.0,100.0,0.17138306088299649,0.1298530166942805
tt0114887,A Walk in the Clouds,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9.715639,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Zucker Brothers Productions', 'id': 2851}]",1995-08-11,50012507.0,103.0,0.1255895102076905,0.3695163890882317
tt0114898,Waterworld,175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",16.885184,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Gordon Company', 'id': 1073}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Licht/Mueller Film Corporation', 'id': 6092}]",1995-07-28,264218220.0,135.0,0.029149725013161598,0.2689514534823231
tt0109635,Disclosure,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",11.812244,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Pictures', 'id': 11407}]",1994-12-09,214015089.0,123.0,0.06191166574906681,0.34513523774461863
tt0109686,Dumb and Dumber,16000000,"[{'id': 35, 'name': 'Comedy'}]",9.844558,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}]",1994-12-16,247275374.0,107.0,0.037664649596945154,0.18542755251795506
tt0109707,Ed Wood,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11.720358,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1994-09-27,5887457.0,127.0,0.024344821684530005,0.16655483602507082
tt0113117,French Kiss,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9.146544,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Prufrock Pictures', 'id': 34207}]",1995-05-05,0.0,111.0,0.07399231834601605,0.48755753496159815
tt0113097,Forget Paris,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16.236745,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]",1995-05-19,0.0,101.0,0.11059829174702829,0.36199109661723217
tt0110057,Hoop Dreams,700000,"[{'id': 99, 'name': 'Documentary'}]",9.47666,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Kartemquin Films', 'id': 13042}]",1994-09-12,7830611.0,171.0,1.0,0.0
tt0110005,Heavenly Creatures,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",9.438042,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'Miramax Films', 'id': 14}, {'name': 'New Zealand Film Commission', 'id': 294}, {'name': 'Fontana Productions', 'id': 2306}]",1994-09-02,3049135.0,99.0,0.04660749578430157,0.9523241349546852
tt0110148,Interview with the Vampire,60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",11.970205,"[{'name': 'Geffen Pictures', 'id': 360}]",1994-11-11,223664608.0,123.0,0.08918459796149503,0.22424057245362616
tt0110216,Junior,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",6.710215,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Northern Lights Entertainment', 'id': 8816}]",1994-11-22,37000000.0,109.0,0.14571265415067813,0.26786720895133376
tt0113501,Just Cause,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9.195256,"[{'name': 'Fountainbridge Films', 'id': 414}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Lee Rich Productions', 'id': 36854}]",1995-02-17,0.0,102.0,0.2993803317864784,0.1667783466009095
tt0076759,Star Wars,11000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",42.149697,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1977-05-25,775398007.0,121.0,0.0004318677250851888,0.09400593471810081
tt0110367,Little Women,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9.774994,"[{'name': 'Columbia Pictures', 'id': 5}]",1994-12-21,0.0,115.0,0.07052169725506963,0.7703877466537878
tt0113670,A Little Princess,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.731725,"[{'name': 'Warner Bros.', 'id': 6194}]",1995-05-10,0.0,97.0,0.098836450630709,0.8497915014454195
tt0110322,Legends of the Fall,30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",12.199047,"[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Pangaea', 'id': 1656}]",1994-12-16,160638883.0,133.0,0.06464321061926281,0.2547582343096736
tt0110428,The Madness of King George,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4.81307,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Samuel Goldwyn Company', 'id': 798}, {'name': 'Close Call Films', 'id': 23022}]",1994-12-28,0.0,107.0,0.003784598415394247,0.12504378974999142
tt0113755,Man of the House,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2.558118,"[{'name': 'Walt Disney Pictures', 'id': 2}]",1995-03-03,0.0,96.0,0.03230382536239318,0.09803402678777218
tt0110684,Nobody's Fool,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2.891269,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Capella International', 'id': 594}, {'name': 'Cinehaus', 'id': 761}]",1994-12-23,0.0,110.0,0.007382279595129604,0.14283498212535517
tt0110638,Nell,31000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.930957,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Egg Pictures', 'id': 802}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",1994-12-23,106683817.0,112.0,0.004638546046385361,0.4287323162755239
tt0110632,Natural Born Killers,34000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",11.226856,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Ixtlan', 'id': 4198}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'J D Productions', 'id': 68551}]",1994-08-25,50282766.0,119.0,0.07050211637750636,0.23365797208311567
tt0114069,Outbreak,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",13.676444,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Punch Productions', 'id': 2154}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Arnold Kopelson Productions', 'id': 16775}]",1995-03-10,189859560.0,127.0,0.3393573055188507,0.13737313275177587
tt0110912,Pulp Fiction,8000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",140.950236,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Jersey Films', 'id': 216}]",1994-09-10,213928762.0,154.0,0.2291881022794755,0.1590099062491701
tt0110932,Quiz Show,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",7.772505,"[{'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Baltimore Pictures', 'id': 11407}]",1994-09-16,0.0,133.0,0.030194225970684774,0.054498340386464394
tt0110907,Prêt-à-Porter,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.259433,"[{'name': 'Miramax Films', 'id': 14}]",1994-12-23,11300653.0,133.0,0.072417178273674,0.5970392269092486
tt0111495,Three Colors: Red,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",7.832755,"[{'name': 'Zespół Filmowy TOR', 'id': 38}, {'name': 'Le Studio Canal+', 'id': 183}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Télévision Suisse-Romande', 'id': 1245}]",1994-05-27,0.0,99.0,0.0267563322696448,0.576369437611126
