imdb_id,title,budget,genres,popularity,production_companies,release_date,revenue,runtime,Name,Black,East Asian,Hispanic/Latino,South Asian,White,Other,Male,Female
tt0112281,Ace Ventura: When Nature Calls,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",8.205448,"[{'name': 'O Entertainment', 'id': 5682}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",1995-11-10,212385533.0,90.0,ace.ventura.when.nature.calls_tt0112281,0.1289076846029714,0.0,0.0,0.0,0.8752412219687269,0.0,0.958937756776702,0.0410622432232979
tt0113845,Money Train,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",7.337906,"[{'name': 'Columbia Pictures', 'id': 5}]",1995-11-21,35431113.0,103.0,money.train_tt0113845,0.3591703738042812,0.0004403990336183,0.1629271380303287,0.0003022171506004,0.48059569764021,0.0,0.8561979443172818,0.1438020556827181
tt0113161,Get Shorty,30250000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",12.669608,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1995-10-20,115101622.0,105.0,get_shorty,0.0936041587343523,0.005981677325107,0.0731189730599178,0.0036124730948847,0.8386508978732329,0.0177243517518435,0.831618712018276,0.1683812879817239
tt0113627,Leaving Las Vegas,3600000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10.332025,"[{'name': 'United Artists', 'id': 60}, {'name': 'Intial Productions', 'id': 15547}]",1995-10-27,49800000.0,112.0,leaving.las.veg_tt0113627,0.0,0.0,0.0090389247616541,0.0,0.9975426593526712,0.0,0.5384659053277951,0.4615340946722048
tt0112792,Dangerous Minds,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",9.481338,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Via Rosa Productions', 'id': 10103}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]",1995-08-11,180000000.0,99.0,dangerous_minds,0.1054113158384515,0.038643216080402,0.1586227433463611,0.0011604317885724,0.7576084124325332,0.0042136608970779,0.3783600850899246,0.6216399149100754
tt0114746,Twelve Monkeys,29500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",12.297305,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Classico', 'id': 17031}]",1995-12-29,168840000.0,129.0,12_monkeys,0.0181995649935056,0.003640681561412,0.0058341595382475,3.304819656759894e-05,0.9739595582301532,0.0021980893531007,0.6589862736433998,0.3410137263566002
tt0112431,Babe,30000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14.404764,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Kennedy Miller Productions', 'id': 2537}]",1995-07-18,254134910.0,89.0,babe,0.0,0.0,0.0,0.0,1.0,0.0,0.6788525925255633,0.3211474074744367
tt0112818,Dead Man Walking,11000000,"[{'id': 18, 'name': 'Drama'}]",6.891317,"[{'name': 'Havoc', 'id': 406}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]",1995-12-29,39363635.0,122.0,dead.man.walkin_tt0112818,0.0,0.0032616822429906,0.016202492211838,0.0029457943925233,0.9889264797507784,0.0,0.4500727855681881,0.5499272144318119
tt0112697,Clueless,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9.882383,"[{'name': 'Paramount Pictures', 'id': 4}]",1995-07-19,0.0,97.0,clueless,0.1450092800489375,0.00426743224174,0.0714424741236088,0.0006096331773914,0.8776006728904405,0.004478753206309,0.3577003553754691,0.6422996446245308
tt0113855,Mortal Kombat,18000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",10.870138,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Threshold Entertainment', 'id': 4174}]",1995-08-18,122195920.0,101.0,mortal_kombat_fs,0.0088764552817718,0.4733449796596503,0.0355058211270874,0.000470332408957,0.474747425388177,0.020369669057014,0.8420345738919458,0.1579654261080542
tt0114369,Se7en,33000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",18.45743,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Juno Pix', 'id': 4286}, {'name': 'Cecchi Gori Pictures', 'id': 65394}]",1995-09-22,327311859.0,127.0,seven,0.4172429864389452,0.0005201912379348,0.0154200619418468,0.0009644586102173,0.5705054574976697,0.0013380641669422,0.9438580633874682,0.0561419366125317
tt0114814,The Usual Suspects,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",16.302466,"[{'name': 'Blue Parrot Productions', 'id': 361}, {'name': 'Bad Hat Harry Productions', 'id': 9168}]",1995-07-19,23341568.0,106.0,usual.suspects_tt0114814,0.0348710257567188,0.0,0.0799487788913108,0.0,0.902079983731261,0.0042502081254726,0.9766393993861804,0.0233606006138194
tt0110877,The Postman,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10.168437,[],1994-09-22,0.0,108.0,il.postino_tt0110877,0.0095148250079913,0.0,0.2787771999719327,0.0,0.8007289709425159,0.0,0.8333946414227481,0.1666053585772519
tt0113419,The Indian in the Cupboard,45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",10.673296,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'The Kennedy/Marshall Company', 'id': 862}]",1995-07-14,0.0,96.0,indian.in.the.c_tt0113419,0.0145139086161309,0.0412931844503201,0.085852107597841,0.1657856783864695,0.7456558792037234,0.02064659222516,0.978176839222708,0.0218231607772921
tt0113862,Mr. Holland's Opus,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",7.137117,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'The Charlie Mopic Company', 'id': 916}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Interscope Communications', 'id': 10201}]",1995-12-29,106269971.0,137.0,mr_hollands_opus,0.0167708731502211,0.0,0.0485481625075083,0.0,0.955777316660296,0.0,0.7080116449072767,0.2919883550927232
tt0115697,Black Sheep,0,"[{'id': 35, 'name': 'Comedy'}]",8.963037,"[{'name': 'Paramount Pictures', 'id': 4}]",1996-02-01,32.0,87.0,black.sheep_tt0115697,0.002423215368059,0.0,0.0061637989683707,0.0047598431527776,0.9879927761216184,0.0,0.913066611147738,0.0869333888522618
tt0115759,Broken Arrow,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",14.957626,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'WCG Entertainment Productions', 'id': 456}, {'name': 'Mark Gordon Productions', 'id': 11362}]",1996-02-09,150270147.0,108.0,broken_arrow,0.0532626040453702,0.0,0.0344891534049251,0.0013498943373442,0.9371954112218056,0.0,0.81498769142236,0.1850123085776399
tt0116483,Happy Gilmore,12000000,"[{'id': 35, 'name': 'Comedy'}]",9.592265,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Brillstein-Grey Entertainment', 'id': 1606}, {'name': 'Robert Simonds Productions', 'id': 3929}]",1996-02-16,41205099.0,92.0,happy.gilmore_tt0116483,0.1187998217557062,0.0,0.0047997227310986,0.0029489528147744,0.8731682923206416,0.0034203099470218,0.8240342552087195,0.1759657447912805
tt0112579,The Bridges of Madison County,24000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.951077,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]",1995-05-28,182016617.0,135.0,bridges_of_madison_county,0.0,0.0,0.0118643493350324,0.0,0.9881356506649676,0.0,0.4375170668353924,0.5624829331646075
tt0117110,Muppet Treasure Island,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",6.902423,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jim Henson Productions', 'id': 2504}, {'name': 'Jim Henson Company, The', 'id': 6254}]",1996-02-16,34327391.0,100.0,muppet.treasure_tt0117110,0.0,0.0,0.0,0.0,1.0,0.0,0.9868623818937472,0.0131376181062528
tt0112573,Braveheart,72000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",20.755149,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'B.H. Finance C.V.', 'id': 11353}]",1995-05-24,210000000.0,177.0,braveheart,0.0,0.0,0.0497985220660178,0.0092660538647716,0.9807733405427672,0.0,0.8626469439508876,0.1373530560491124
tt0113326,Rumble in the Bronx,7500000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",12.314278,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Golden Harvest Company', 'id': 2521}]",1995-01-30,32392047.0,91.0,rumble.in.the.b_tt0113326,0.0,0.8961257890161396,0.0243338246966776,0.0900725705862343,0.0151585591714858,0.0,0.7680861980502822,0.2319138019497178
tt0103859,Boomerang,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.506983,"[{'name': 'Paramount Pictures', 'id': 4}]",1992-06-30,70100000.0,117.0,boomerang,0.9901067073170734,0.0024583724202626,0.0211210131332082,0.0137036819887429,0.0588825046904314,0.0,0.6691901665159955,0.3308098334840045
tt0118055,Up Close & Personal,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.402749,"[{'name': 'Cinergi Pictures Entertainment', 'id': 1504}, {'name': 'Touchstone Pictures', 'id': 9195}]",1996-03-01,0.0,119.0,up.close..perso_tt0118055,0.0305840619927744,0.0031277815592439,0.0265773077124456,0.0049125608670611,0.9407730771244568,0.0032868212995444,0.5650949039383044,0.4349050960616956
tt0115685,The Birdcage,31000000,"[{'id': 35, 'name': 'Comedy'}]",6.49968,"[{'name': 'United Artists', 'id': 60}]",1996-03-08,185260553.0,117.0,birdcage,0.0,0.0,0.0043223148116691,0.0033429266138308,0.9931704902279576,0.0,0.7948811978797072,0.2051188021202928
tt0112442,Bad Boys,19000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9.262184,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]",1995-04-07,141407024.0,118.0,bad_boys,0.6540366172624237,0.0018666085440278,0.0145815170008718,0.0081621621621621,0.3305326939843068,0.0007244986922406,0.8296531866431733,0.1703468133568267
tt0112384,Apollo 13,52000000,"[{'id': 18, 'name': 'Drama'}]",18.761467,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",1995-06-30,355237933.0,140.0,apollo13,0.0125849839785613,0.0001573362839216,0.0044252428798935,0.0017198262905092,0.985527620192769,0.0,0.9019316412119888,0.0980683587880112
tt0112462,Batman Forever,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",13.321354,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]",1995-06-16,336529144.0,121.0,batman_forever,0.0068419774600408,0.0114556699852876,0.0153894499278664,0.0008998843005899,0.981279549772172,0.0,0.7582523056378584,0.2417476943621416
tt0112642,Casper,50000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",12.812539,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'The Harvey Entertainment Company', 'id': 11098}]",1995-05-26,287928194.0,100.0,casper,0.0,0.0,0.0161945456183477,0.0,0.9916639853794772,0.0,0.8545634552317307,0.1454365447682692
tt0112715,Congo,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",7.260574,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}]",1995-06-09,152022101.0,109.0,congo,0.2260594774561255,0.0006085059157684,0.0344553542877565,0.0252976694317476,0.7228965633993565,0.0,0.7734496785440861,0.2265503214559139
tt0112740,Crimson Tide,53000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",8.657365,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]",1995-05-12,157387195.0,116.0,crimson_tide,0.3370051548128432,0.0,0.0276355244095549,0.0026119402985074,0.6377750075806066,0.0,0.9938404960585772,0.0061595039414228
tt0109508,Crumb,0,"[{'id': 99, 'name': 'Documentary'}]",3.620388,"[{'name': 'Superior Pictures', 'id': 4532}]",1994-09-10,3174695.0,119.0,crumb_tt0109508,0.0,0.0,0.0631997387736558,0.0,0.9642105711486866,0.008692874483581,0.8474978074983556,0.1525021925016443
tt0112864,Die Hard: With a Vengeance,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",15.138855,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",1995-05-19,366101666.0,128.0,die_hard_vengeance,0.2684404012711073,0.0,0.0042692171890252,0.0128076515670758,0.6830529420316942,0.0356990051301223,0.9406315146287112,0.0593684853712889
tt0113071,First Knight,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15.178338,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'First Knight Productions', 'id': 10158}]",1995-07-07,127600435.0,134.0,first.knight_tt0113071,0.0,0.0,0.0571529047686031,0.0,1.0,0.0,0.7240294707111627,0.2759705292888372
tt0113492,Judge Dredd,90000000,"[{'id': 878, 'name': 'Science Fiction'}]",8.184815,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",1995-06-30,113493481.0,96.0,judge.dredd_tt0113492,0.0,0.0308253049562254,0.0515830860715288,0.017937164975518,0.943657276823326,0.0126561412505952,0.8192633546350908,0.1807366453649092
tt0113820,Mighty Morphin Power Rangers: The Movie,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.024227,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]",1995-06-30,66000000.0,92.0,mighty.morphin._tt0113820,0.0,0.2001427248881346,0.1626292238852028,0.022238080543126,0.8860361055392693,0.0,0.672470003770321,0.3275299962296791
tt0113957,The Net,22000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",13.304342,"[{'name': 'Columbia Pictures', 'id': 5}]",1995-07-28,110627965.0,114.0,net_tt0113957,0.0173443675573349,0.0,0.0622273954029751,0.0,0.9826556324426652,0.0,0.3675779423706292,0.6324220576293708
tt0113986,Nine Months,0,"[{'id': 35, 'name': 'Comedy'}]",8.482834,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}]",1995-07-12,69660733.0,103.0,nine_months,0.0,0.0,0.0002247502774694,0.0,0.9997752497225304,0.0,0.693608011829547,0.306391988170453
tt0114323,Safe,0,"[{'id': 18, 'name': 'Drama'}]",8.180047,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'American Playhouse', 'id': 3906}, {'name': 'Kardana Films', 'id': 38692}, {'name': 'Chemical Films', 'id': 39861}]",1995-06-23,0.0,119.0,safe_tt0114323,0.0359568073026828,0.0,0.0217308619985899,0.0,0.9549909087535712,0.0,0.3298973556019485,0.6701026443980515
tt0114496,Something to Talk About,0,"[{'id': 35, 'name': 'Comedy'}]",3.743212,"[{'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hawn / Sylbert Movie Company', 'id': 16368}]",1995-08-04,50892160.0,106.0,something_to_talk_about,0.0,0.0,0.0046610394907169,0.0,0.9827771177273776,0.0137038284893515,0.3953809519594218,0.6046190480405782
tt0114508,Species,35000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",13.492845,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1995-07-07,113374103.0,108.0,species,0.1706987930007614,0.0162692339588218,0.0870471868097072,0.0811991586438786,0.7316013660728424,0.0,0.68567728940364,0.3143227105963599
tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",0,"[{'id': 35, 'name': 'Comedy'}]",7.653446,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]",1995-09-07,47774193.0,105.0,to.wong.foo.tha_tt0114682,0.2028707275500134,0.0,0.0632609670763434,0.0,0.7553126401722438,0.0,0.7509713645896873,0.2591809620896246
tt0114781,Under Siege 2: Dark Territory,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",7.490247,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Seagal/Nasso Productions', 'id': 17825}, {'name': 'Victor Company of Japan (JVC)', 'id': 21480}, {'name': 'Cutting Edge Films', 'id': 63906}]",1995-07-13,104324083.0,100.0,under.siege.2.d_tt0114781,0.092164371218947,0.0001501694769811,0.0811140429913759,1.5016947698116448e-05,0.8286169391170035,0.0212007122323765,0.8701469833057195,0.1298530166942805
tt0114887,A Walk in the Clouds,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9.715639,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Zucker Brothers Productions', 'id': 2851}]",1995-08-11,50012507.0,103.0,a.walk.in.the.c_tt0114887,0.0368174803660418,0.1278738315460452,0.150912647316119,0.0008580948917306,0.8744104897923095,0.0368174803660418,0.6304836109117683,0.3695163890882317
tt0114898,Waterworld,175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",16.885184,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Gordon Company', 'id': 1073}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Licht/Mueller Film Corporation', 'id': 6092}]",1995-07-28,264218220.0,135.0,waterworld,0.0093797954680376,0.0073893612016532,0.042241562776527,0.0012511621134222,0.9708502749868384,0.0001433739933017,0.7310485465176769,0.2689514534823231
tt0109635,Disclosure,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",11.812244,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Pictures', 'id': 11407}]",1994-12-09,214015089.0,123.0,disclosure_tt0109635,0.0197626475805958,0.036960910258763,0.0557313268489631,0.0,0.9380883342509332,0.0,0.6548647622553814,0.3451352377446187
tt0109686,Dumb and Dumber,16000000,"[{'id': 35, 'name': 'Comedy'}]",9.844558,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}]",1994-12-16,247275374.0,107.0,dumb_and_dumber,0.0330576910653143,0.0019632333412293,0.009553445169441,0.0,0.9623353504030548,0.0,0.8145724474820449,0.185427552517955
tt0109707,Ed Wood,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11.720358,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1994-09-27,5887457.0,127.0,ed.wood_tt0109707,0.0,0.0001984254326851,0.0350555163339965,0.0006637357465288,0.97565517831547,0.0,0.8334451639749292,0.1665548360250708
tt0113117,French Kiss,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9.146544,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Prufrock Pictures', 'id': 34207}]",1995-05-05,0.0,111.0,french.kiss_tt0113117,0.0,0.0,0.0040035980981481,0.0,0.926007681653984,0.073992318346017,0.5124424650384019,0.4875575349615981
tt0113097,Forget Paris,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16.236745,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]",1995-05-19,0.0,101.0,forget.paris_tt0113097,0.0159804310281102,0.0,0.0877129436115237,0.008920951299334,0.8894017082529717,0.0087435402904433,0.6380089033827678,0.3619910966172321
tt0110057,Hoop Dreams,700000,"[{'id': 99, 'name': 'Documentary'}]",9.47666,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Kartemquin Films', 'id': 13042}]",1994-09-12,7830611.0,171.0,hoop.dreams_tt0110057,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
